"","Album","Song","Lyrics"
"31","Warlord"," stay down "," Way up Way up Some up I'm rollin' blowin away, the days look the same 10 pills in my pocket, I keep blowin' my faith R-r-rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait I'm rollin' blowin away, the days look the same 10 pills in my pocket, I keep blowin' my faith R-r-rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait I'm bound to stay down, stay down, stay down I guess I'm bound to stay down, stay down, stay down Girl, I'll be around, around, around Forever, I'll be around, around someway up Nitrous oxide, I've seen the world collide I lost count of all the times, she ask me why Ma-ma-magic in her eyes, Leandoer's paradise All my, all my, boys off drugs, I've been lost in this life Fire flames, color red, 'member recent times Stacks of shoes, got soo many, don't really know the 'mount When it's hot outside, I copped me some ice Travel in disguise, I see trouble in her eyes Mix it with Fanta not with Sprite, wings from Calvin Klein Forever I'll fly, all the times I remind Cause I'm way, way high up in the sky I got a white shirt and a tangerine belt I'm in a winter where the snow don't melt Cause I keep to myself Cause I keep to myself I'm rollin' blowin away, the days are the same 10 pills in my pocket, I keep blowin' my faith R-r-rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait I'm rollin' blowin away, the days look the same 10 pills in my pocket, I keep blowin' my faith R-r-rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait I'm rollin' blowin away, the days are the same 10 pills in my pocket, I keep blowin' my faith Rubber, rollin' down the window, white widow, fuck fame Forest fire, climbin' higher, real life, it can wait I'm bound to stay down, stay down, stay down I guess I'm bound to stay down, stay down, stay down Girl, I'll be around, around, around Forever, I'll be around, around someway up"
"32","Warlord"," eye contact "," Pull up in that Veyron goin' skrt-skrt (skrrt) Everyday shit fuck what you heard-heard I'm so high that I'm flyin' like a bird-bird (brrr) All of that I know is that it's her-her I, I am surfing on the earth I'm a surfer Draped in that Gucci scarf my phone going berserk I don't do no eye contact my vision blurred-blurred I'm a demon like a fur-fur, they think I'm absurd-surd But when I enter the galaxy they are li-like word-word I'm too fucked up, she said when I hurt her I don't have no feelings left, I don't wanna hurt her I am surfing on the earth I'm a surfer Look into the sky and I see myself I don't wanna fall down, I don't need your help I just popped a pill I can't control myself I'm in that forest and my life is like a fairy tale Diamonds in my veins, I'm sipping ginger ale Hate in my heart, getting guided by elves I'm a lion in this shit everyone else is stale (stale, stale) Smoke still coming out my mouth when I exhale (yeah) Look into the sky and I see myself I don't wanna fall down, I don't need your help Shout out to my enemies, I wish you well Shout out to my enemies, I wish you well"
"33","Warlord"," more stacks "," Shawty, roll up, I'm a smoker We will fly high they below us Bitch, Im runnin' on the road to the money bus My wings fold up, smokin' winter lungs My boys roll up, rollin' honey buns I got pills look like rainbows in my tour bus More cash, more stacks and there's more for us Money foreign in my pocket and it's for us I got bands in my Louis bags, bags under my eyes Lean up in the club I'm smoking wind and gettin fried Fuck these other guys Imma do this till I die Pink polo dirty stacks 24/7, 9-5 I need a new ring and i need another pill Still in Yoshi City rollin rollin down a hill I need a new high and I need a new life I need a hundred million roses on me when I die Shawty, roll up, I'm a smoker We will fly high they below us Bitch, Im runnin' on the road to the money bus My wings fold up, smokin' winter lungs My boys roll up, rollin' honey buns I got pills look like rainbows in my tour bus More cash, more stacks and there's more for us Money foreign in my pocket and it's for us For us, for us More stacks for us Shawty, roll up, I'm a smoker We will fly high they below us Bitch, Im runnin' on the road to the money bus My wings fold up, smokin' winter lungs My boys roll up, rollin' honey buns I got pills look like rainbows in my tour bus More cash, more stacks and there's more for us Money foreign in my pocket and it's for us For us, for us More stacks for us"
"34","Warlord"," af1 s "," Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? B-bitch named Lean, Emperor of the city Silver rings on, sitting on 50 Blowing on Winter, icy like a stunner Looking like Winter, temperature like the summer Chain like a seahorse, Is that really Leandoer? All white Dior, all I wear is Dior Catch me on my Samsung, SBE anthem I be in the night creeping round' like the phantom Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Airbrushed, Air ice like I’m 19 Light speed, colour, lime green look like ice cream Light beam, call it light stream or you’ll white beam Five keys or my eyes bleed on the Nikes Headlock, scope red dot, It’s a head shot Shell shock, do the air-drop, I got dead stock Flow like purple drugs sprite, that's my blood type I wish none of this was real life, but it's sunlight You don't know what I'm up to We don't talk about it 'less you do Got a fight crew, we sky team Shoot around town, got bad dreams It’s weed and purple we up to Just got a bunch of em’ Nike shoes For I make big money, my own crew too We the Sadboys and we’ll fuck you A-A-Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want? Six Air Force 1's, I got Air Force on Put the mask on shawty, shawty what you want?"
"35","Warlord"," hocus pocus "," All I roll is potent, we stay golden We gone hocus pocus, they think they know us I'm flyin' in a lotus, in a Range Rover Is my life over? Take, take, take, take Take control of, take control of me Take control of Lean, take control of me All I roll is potent White powder like a hill, take control of me When it hits my body, you know there's no stoppin' lean I don't like red, paint the roses green Put a price up on my head, there's no controllin' me I thought I was dead, but I'm livin' free Walk up in the spot, bitch, it's SBE Stack the money green, turn it into leaves Six Air Force on my feet look like a centipede All I roll is potent, we stay golden We gone hocus pocus, they think they know us I'm flyin' in a Lotus, in a Range Rover Is my life over? Is, is it over? Never will I rise to fall, I've seen that light from very far I pack my bag, I pack my bag, bet you could never match the stars Keep my boys 'round, they watch my back Follow the lights, we in the cab Hash is from uzbekistan, I ball like asics 'cross the land You see my face, I see your hands She don't want to understand, but I have a plan Mixing alcohol and xans, when I'm with my gang You can find me where I stand, Disney wonderland I don't ever get attached, doesn't work like that Doesn't work like that Black bracelet, never show facesTwo pills runnin' round in the matrix Never show faces, never show faces Two pills runnin' round in the matrix All I roll is potent, we stay golden We gone hocus pocus, they think they know us I'm flyin' in a Lotus, in a Range Rover Is my life over? Is, is it over? All I roll is potent, we stay golden We gone hocus pocus, they think they know us I'm flyin' in a Lotus, in a Range Rover Is my life over? Is, is it over? Lotus, Ranger Rover, is, is, it over? Take, take, take, take Take control of, take control of me Take control of Lean, take control of me Yeah, it takes control of me"
"36","Warlord"," shawty u know what it do "," Shawty, you know what it do Wrist links when I come through I finna take 'em to the moon I fly up like a balloon All white linen, paint it true Shawty, you know what it do Smokin' double, give me two Shawty, you know what it do I don't give no fucks 'bout you I take it all, can never lose Only myself for my trues Lovin' this shit since I was two Got helicopters on my roof I'm hiding far away from you Sad Mob, we don't fuck wit fools I’m in the snow sipping Grey Goose Double Gs on my shoe Gs on my shoes Shawty, you know what it do Wrist links when I come through I finna take 'em to the moon I fly up like a balloon All white linen, paint it true Shawty, you know what it do"
"37","Warlord"," miami ultras "," I’m not for you I’m not, looking for I’m not for you I don't want to I’m not for you I’m not looking for I’m not for you I don't want to Pop, pop, pop, drop this top, top, top I roll like a rock, rock n roll to the top I dont give a motherfuck, watchin' Star Wars smokin' pot I take what I got, I live till it stops Chop, chop chop, all my lungs stay rot I take what I got, you hate that you're not Like me and me I don't give a motherfuck What I am, what I'm not, polo down to my socks What person, they can't stop, I fly to the top F-f-fuck what you got, I'm off a pill, rollin' like a rock White diamonds countin' guap, I got marble on my watch I got slam doors out the front, I'll keep goin' till I'm out I got pockets like the plug, I'm movin' 'round all day Fade to grey, everythin' can't stay I smoke so much, went away I'm in leanworld, l-l-let my mind stay Whichever today, I love my brothers, we gon' slay I’m not looking for you I’m not looking for you I miss some places, I wish we lived on another earth You think you hate me, I know that it hurts Burn, burn, burn, my turn, turn, turn Burn, burn, burn, my turn, turn, turn I miss some places, I wish we lived on another earth You think I hate you, I know that it hurts I burned, burned, burned, my turn, turn, turns Take a way and yearn, yearn, yearn I’m not looking for you I’m not for you I’m not for you I’m not looking for you I’m not for you I’m not for you Pop, pop, pop, drop this top, top, top I roll like a rock, rock n roll to the top I dont give a motherfuck, watchin' Star Wars smokin' pot I take what I got, I live till it stops Chop, chop chop, all my lungs stay rot I take what I got, you hate that you're not Like me and me I don't give a motherfuck What I am, what I'm not, polo down to my socks I’m not looking for you I’m not for you I’m not for you I’m not looking for you I’m not for you I’m not for you"
"38","Warlord"," sippin "," I'm sippin', over 100 degrees Posted with my boys, sippin' Hennessey I'm trippin' shawty down on her knee's Everything be okay I feelin' good in the breeze I get it lit man, You know we overseas Fly to Dubai, we'll be back in a week Feelin' like a hitman, you won't barely see me I'm gone in the wind, hiding in the streets Yeah I'm sippin' Yeah I'm sippin' lean On the highway, hope I don't fall asleep If she trippin' and she steady callin' me She callin' my phone and she buggin' me Yeah she trippin' Yeah I'm doing these shows I'm rockin' these shows and I can't come home She said she miss me, baby I'm overseas In the studio workin' with Yung Lean (I'm gonna sip it) And I'm smokin' weed Two bad bitches and they right with me It's me and Yung Lean, in the blood eighteen/bloody ting 4CG, KuKu Gang we overseas I'm sippin', over 100 degrees Posted with my boys, sippin' Hennessey I'm trippin' shawty down on her knee's Everything be okay I feelin' good in the breeze I get it lit man, You know we overseas Fly to Dubai, we'll be back in a week Feelin' like a hitman, you won't barely see me I'm gone in the wind, hiding in the streets I just popped a hydro pill I'm bout to lose my mind You be watchin' every step biting on my style Why you making music? man why you wasting time? Watchin' all my videos and biting all my rhymes Air Force 1’s so green look just like lime Thaiboy Goon just poured a four and we about to fly Runnin' round the airport with money on my line Yung Leandoer don't give a fuck about the fame I'm your girlfriends favourite rapper All these other boys they lame SBE, 4CG the team we switching lands like, switching lanes I had to go to rehab they claimed I was insane R-red roses in my bathtub, don’t give a fuck about the game bitch I'm sippin', over 100 degrees Posted with my boys, sippin' Hennessey I'm trippin' shawty down on her knee's Everything be okay I feelin' good in the breeze I get it lit man, You know we overseas Fly to Dubai, we'll be back in a week Feelin' like a hitman, you won't barely see me I'm gone in the wind, hiding in the streets I'm sippin', over 100 degrees Posted with my boys, sippin' Hennessey I'm trippin' shawty down on her knee's Everything be okay I feelin' good in the breeze I get it lit man, You know we overseas Fly to Dubai, we'll be back in a week Feelin' like a hitman, you won't barely see me I'm gone in the wind, hiding in the streets"
"39","Warlord"," god only knows "," Tell me you’re wild, wanna die, wanna uh God only knows what I might do God only knows what I might do I don't fuck with god I'm my own proof(SBE!) God only knows what I might do (Leandoer!) Take two of these feel like Goku (Like Goku!) Eyes Chinese when I roll through (Skrt, skrt, skrt!) Mixing medication up, no tofu I'm soul-less, my soul loose Take two of these feel I like Goku My eyes Chinese when I roll through When i fuck my soul loud, I need soul food I gotta run for my live I can't hold you If you want me to know, I can show you 6 inches on my sword, I feel like Kung-Fu (Ooh sleep, Ooh sleep, I don’t give a fuck, my pills look like scooby-doo) I don't give a fuck (SBE) I blow my mind up in pieces Wish I never lived in this secret Ay I'm me, I'm me, I'm free bitch Nothing ever comes for free bitch I can't even count to three bitch If you wanna tell me what the fuck to do I don't fuck with you How many times I gotta prove to myself what I do My gadgets they be water-proof I'm stuntin' on my Exes See me out in Texas Riding in the Lexus I call that ""Texas Reckless"" Candy coloured painted necklace on my face Flamingos rushing if you wanna take a chase I run fast bitch R-R-Run God only knows what I might do God only knows what I might do I don't fuck with god I'm my own proof Take two of these I feel like Goku Eyes Chinese when I roll through Mixing medication up, no tofu Where the fuck my soul? my soul lose 6 inches on my sword, I need like Kung-Fu Take two of these I feel like Goku I feel like Goku Like GG Allin, Don't be fucking up my fun Pink skies, fuck life bitch, you know I fuck I'm smoking purple snakes I'll never be done, got a stun gun Making songs like it's my last one Tryna get this cash you know it's coming son 61 sum never done, never done Chain made Swiss lace A bow and arrow when I come through Mirror antique I'm not looking like you I don't work for you I don't do nothing for you I do it for me-e-e-e, lil bitch! I'm smoking lavender Like Swiss caliper You know my burdies purr I got a pink fern On my girl you know I don't go with her Got pearls on my necklace I be stuntin' Lil bitch (I'm pretty as fuck)"
"40","Warlord"," how u like me now "," We rollin’ round, segway scooters Shooting Lasers, bring you down Gotta grind everyday, like get the fucking money now All these bitches tryna hold me down Demons in the wind, I'll be puffing on clouds We rollin’ round, segway scooters Shooting Lasers, bring you down Gotta grind everyday, like get the fucking money now All these bitches tryna hold me down No one on our level shawty How you like us now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now, now? How you like me now, shawty? How you like me now? I been rollin’ round, how you like me now? (Thaiboy) How you like me now, how you like me now? No one on my level how you like me now? With some work, count it like you’ve never heard With my money take you from the earth Watch me do, all I do is splurge Doing what I choose, all I do is splurge Yeah I’m still numbing nigga's earth Thaiboy, Thaiboy, swag, do all the work (all the work) Thaiboy, Thaiboy, cash doing all the earth (all the earth) Thaiboy, I don’t lie, still far from perfect How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now, now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now, now? How you like me now, shawty? How you like me now? I'm on top of the earth with Darth Vader snorting blow If you tell me do that, I'll probably say no Six blunted skeletons with me wherever I go It’s whatever, live forever So I pour it up slow I got the best of that shit, breaking bottles in the snow Euros, hundreds, hundreds, ice, diamonds, sipping Coke though Sixties, fifties, spend them so I can’t see no evil spirits Bitch I've been blessed How, how, how you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now, now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now? How you like me now, shawty? How you like me now, now? How you like me now, shawty? How you like me now?"
"41","Warlord"," pearl fountain "," For my set, I go in So many places I don't know where I've been They keep asking me what state I’m in So many faces I don't know who I met (Ay, ay) Shining, shining foreign ice They be crying tears look like foreign ice She look scared, need that foreign ice Trapping out the Swedish snow, four nights (Ay, trap, trap) 30 days and 30 nights Dirty sad tears just like foreign ice Squirting liquid lean in that foreign ice Throwing fo's up yelling all aight In my Honda Countin' guap with Lean, slow Hoe's coming over Smoking on dro' (Ballin', Ballin', Ballin') Riding 'round on chrome Don't know what my partner on Neon lights all I see, I think I'm gone Ice blood on my face, I'm forever thrown SBE, we some vampires, Dracula I'm in an Acura, hoe I think you stack them up I'm not good with calculus, I need a calculator Glass elevator, shoes made by alligators I'm flying in the sky, feel the air I’m heartless, fire flying everywhere Let the darkness take my heart I put my heart on my sleeve I'm stuck forever I could never leave Saddest story ever told I don't fuck with you I'm always with my bros Twenty Thousand Sixteen, I need some gold All this money, all this money make me cold I said I cared, I really don't What you want? I'm always switchin' up my phones Where did I go? You'll never know Looking for me but I'm buried under snow For my set, I go in So many places I don't know where I've been They keep asking me what state I’m in So many faces I don't know who I met"
"42","Warlord"," stars align "," Stars align, shadows in the sky I bring the night alive, creepin' like a spy I'm swimmin' with the devil, I'm alone tonight I'm swimmin' with the devil, I'm alone tonight Stars align, shadows in the sky I bring the night alive, creepin' like a spy I'm swimmin' with the devil, I'm alone tonight I'm swimmin' with the devil, I'm alone tonight Border patrol, imported kilos of blow I'm in a Range Rover, sold out the shows I like my yellow like gold Hundreds my rolls, show up in 'dro Wherever I go they think that they know I'm with my bros, don't talk to po-po, Y-3 my toes I lost my soul, I pour up a four, I think I need more I think I need more, a friend from a foe, I make it snow When I'm alone, when I'm alone, leany gets sore, leany gets sore Life is a bore, I don't need no more, I don't need no more Superman captured, I go in, I go all out Tags on my jeans they all watchin when I walk out Yeah, I'm a dropout 'member when they used to doubt You know what I'm about, you know what I'm about Far in the distance, come close, make you scream and shout Far in the distance, come close, make you scream and shout Far in the distance, come close, make you scream and shout Swimmin' with the devil, I'm alone tonight Stars align, shadows in the sky I bring the night alive, creepin' like a spy I'm swimmin' with the devil, I'm alone tonight I'm swimmin' with the devil, I'm alone tonight Stars align, shadows in the sky I bring the night alive, creepin' like a spy I'm swimmin' with the devil, I'm alone tonight I'm swimmin' with the devil, I'm alone tonight Harmonizing Stars align, shadows in the sky I bring the night alive, creepin' like a spy I'm swimmin' with the devil, I'm alone tonight I'm swimmin' with the devil, I'm alone tonight"
"43","Warlord"," shine "," If I die Shine, all I do is outshine I can't go outside, I do this for my life Fluorescent lights, I need a bitch by my side All my brothers gone' rise All I do is outshine Blood blood on the moonlight Let me live I'm alive No feelings left in the night White powders sprinkle my sprite I stay up and I work all night I flipped a couple of cows You know I don't play both sides Let me come inside No moon only a space station I felt my face melt I left my chain stealth I'm just like Rainman My money raining I'm feeling sacred Diamonds my bracelet Shawty needs face lift You know I'd take it Would always chase it My heart could never break it My cuffs kept breaking I'm not even gonna say shit I don't like conversations I feel my face melt No moon only a space station Lend me a light Shine, all I do is outshine I can't go outside, I do this for my life Fluorescent lights, I need a bitch by my side All my brothers gone' rise, gone' rise, gone' rise Let me in I'm alive Let me in I'm alive All my brothers gone rise The feelings left in the night in the night in the night oh oh I'll try All I do is outshine You know I can't go outside I do this for my life my life my life I see fluorescent lights I need a bitch by my side All my brothers gone rise Blood on the moonlight Let me in I'm alive Let me in I'm alive Let me in I'm alive You know I can't go outside outside outside I'll promise I'll try I need a bitch by my side Know what I do is shine I do this for my life my life my life"
"44","Frost God "," back at it "," I'm back at it Yeah, I'm back at it In a Range Rover Givenchy backpacking With two crack addicts Yeah they back at it In the club, jetski Throw it back a bit I'm back at it Yeah, I'm back at it In a Range Rover Givenchy backpacking With two crack addicts Yeah they back at it In the club, jetski Throw it back a bit I'm Darth Vader and this shit get your head up Need more coke, need more pills, need my bread up I'm the spider on your skin, you a bedbug Always talking all this shit but you're a big bluff Trying to get rich in my town, you can text us Yoshi City, never learn with you I'm fed up She go down so deep down, get her head stuck Baby girl I'm with you, I can switch up I'm with my bros, hell yeah, they my big ones I'm the youngest in this shit but I got big bucks I'm back at it Yeah, I'm back at it In a Range Rover Givenchy backpacking With two crack addicts Yeah they back at it In the club, jetski Throw it back a bit I'm back at it Yeah, I'm back at it In a Range Rover Givenchy backpacking With two crack addicts Yeah they back at it In the club, jetski Throw it back a bit"
"45","Frost God "," hop out "," Lil' Leandoer Luckaleannn SBE 2003 SBE Bitch I'm flexed up, I'm cashed out I hop out, roll up Tinted windows on the shits, you know I got my bands up Tinted windows with my bitch she riding with her xans up I'm flexed up, I'm cashed out I hop out, roll up Tinted windows on the shits, you know I got my bands up Tinted windows with my bitch she riding with her xans up Tinted windows 'round my fucking bitch And I'm still riding in the 6 And I'm still trapping like a bitch Your bitch on my motherfucking dick I still ride around the town on some tents Boys can't fuck with me cause they some simps Come up in the booth and heat the shit I serve your mommy and daddy cause I'm the shit Tinted windows on the shits, you know I got my bands up Tinted windows with my bitch she riding with her xans up I'm flexed up, I'm cashed out I hop out, roll up Tinted windows on the shits, you know I got my bands up Tinted windows with my bitch she riding with her xans up I'm bossed up, cashed out Rocks up, stacks out It's a dream, shawty you already know I'm fucking cashing out Scarface bitch, now you know there ain't no backing out Hit em up don't fuck around All these boys wanna come around They used to hear me, they don't make a sound SBE in your town tonight You know we bring ice out You know shawty has stacks out Lean just brought that pack out bar and we sippin' I'm flexed up, I'm cashed out I hop out, roll up Tinted windows on the shits, you know I got my bands up Tinted windows with my bitch she riding with her xans up I'm flexed up, I'm cashed out I hop out, roll up Tinted windows on the shits, you know I got my bands up Tinted windows with my bitch she riding with her xans up Xans out, bands out You know how we do Yung Leandoer, Luckaleannn"
"46","Frost God "," hennessy sailor moon "," I love how she dancing, got me feeling for you You say that you love me, I don't know if it's true When I go to sleep all I ever see is you I can be your savior, everything that we've been through I love how she dancing, got me feeling for you You say that you love me, I don't know if it's true When I go to sleep all I ever see is you I can be your savior, everything that we've been through I be grinding making money, it's for me and you I love the way you dancing and your top is see through We can go up to the stars, see clouds and fall through Money in my pocket and you know I want you I've been busy, got so much work, I can't always be with you Percocets my system, when I go to sleep I know it's you When I was in the hospital I saw you I know what you're feeling inside cause I feel you I gotta stay true, my money rain blue Hennessy and Sailor Moon, I just wanna be with you I know what you're feeling inside cause I know I feel you My money rain blue, Hennessy and Sailor Moon I love how she dancing, got me feeling for you You say that you love me, I don't know if it's true When I go to sleep all I ever see is you I can be your savior, everything that we've been through I love how she dancing, got me feeling for you You say that you love me, I don't know if it's true When I go to sleep all I ever see is you I can be your savior, everything that we've been through She shouldn't have to ask, whatever she wants I stay up till dawn, barbwire on my arm They won't see me fall, they won't see me fall I don't care at all, I'm a young rockstar Living in the dark, living in the dark Leandoer the God, we've been going hard Ever since she called, I don't have a heart I went to the stars What you want from me? I can get it for you Get it for you You don't want me, do you? You don't want me, do you? Know what I'll do to you I love how she dancing, got me feeling for you You say that you love me, I don't know if it's true When I go to sleep all I ever see is you I can be your savior, everything that we've been through I love how she dancing, got me feeling for you You say that you love me, I don't know if it's true When I go to sleep all I ever see is you I can be your savior, everything that we've been through"
"47","Frost God "," cashin "," Cashin We be braggin My pants be sagging I'm getting stacks I be cashin I hit the mall Yes I ball Shawty call Cashin We be braggin My pants be sagging I'm getting stacks I be cashin I hit the mall (Adamn) Yes I ball Shawty call Bitch I'm out in Europe like I'm out here on vacation But I'm doing shows touring across the nation If you want it, gotta get it like it ain't no waitin' Bitch I want it right now, I don't got no patience Niggas be broke cos they got all the patience Don't know the currency so I don't know what I'm paying Bitch I'm Adamn, that is what I'm saying All this foreign money I can't count what I'm making There's me, Lean, whitearmor and we out here baby I don't want no baby, killavesi is my baby Bitch I'm Adamn, all the hot boys they like hating I can't save no thot cos these bitches they got rabies Cashin We be braggin My pants be sagging I'm getting stacks I be cashin I hit the mall Yes I ball Shawty call I be cashin Shawty splashin What you know about Lean, I'm getting stacks I'm on the frozen throne I might just catch it Angels falling in my soul, money stacking, gucci cologne Got cash got bags my bros Many men wanna kill me, I don't know Why they trying to get me I just blow Money and coke up in my nose Percs in my system, I'm never slow Golden noise running round the floor I sit down in the frozen throne She called me up and called me on the phone She fucked me over once, someone that I know I be getting dough Soldiers from white snow Moola in my rover With Adamn killing my soul Fuck with Lean I break your bones Fuck with Lean I break your bones Moola in my rover"
"48","Frost God "," crystal city "," Hurt me, you can never hurt me Hurt me, you can never hurt me Hurt me, you can never hurt me Hurt me, you can never hurt me Leandoer Cool wind over my face, I need peace Cool city, crystal living, I can't leave Diamonds dancing on ice, look just like Bambi I'm a vampire, you can never hurt me Cool wind over my face, I need peace Cool city, crystal living, I can't leave Diamonds dancing on ice, look just like Bambi I'm a vampire, you can never hurt me Fucking these bitches, I'm out of control Walkin' the bank and got coke on my clothes Robitussin on me, when I'm fuckin' a hoe Trippin' on flo's, sap of them both Got one Xanax, and three to go Bitch, that's how it goes Bitch, I'm a ghost Like Bruce Willis, I am a ghost (Hit it from the back, then I have to go) Coppin' these Rolls, euros my nose Live up the road, fuck what you know I just broke up with my girlfriend, now I am back on the go Gotta stack these stacks, when I'm fuckin' her slow I'm single tonight, tell all your friends So I got bitch hoes Bitch, I'm a ghost Bitch, I'm a ghost Leandoer! Cool wind over my face, I need peace Cool city, crystal living, I can't leave Diamonds dancing on ice, look just like Bambi I'm a vampire, you can never hurt me Cool wind over my face, I need peace Cool city, crystal living, I can't leave Diamonds dancing on ice, look just like Bambi I'm a vampire, you can never hurt me Sad Boys, A$AP Mob, we're up in this bitch Young Trap Lord on the block Fuck with it, get money, I got a lot All of my niggas is real All of my niggas is trill And dammit I'm taking the wheel Leany is gone off a pill All these diamonds on me dancin' On ice like I'm Bambi Pool party at the mansion Trophy bitches fuck a Grammy Sittin' pretty in a Bentley Rest In Peace, my nigga Yammy (Rest In Peace, my nigga Yammy) (Rest In Peace, my nigga Yammy) In Miami yellow earrings, Ferg just got a new pair in Rare garments my appearance, word to my momma Sharon Smoking dope, I'm rolling loud, I'll be in the crowd Diamonds dancing on me now, even when I smile Cool wind over my face, I need peace Cool city, crystal living, I can't leave Diamonds dancing on ice, look just like Bambi I'm a vampire, you can never hurt me Cool wind over my face, I need peace Cool city, crystal living, I can't leave Diamonds dancing on ice, look just like Bambi I'm a vampire, you can never hurt me Cool wind over my face, I need peace Cool city, crystal living, I can't leave Diamonds dancing on ice, look just like Bambi I'm a vampire, you can never hurt me Hurt me, you can never hurt me Hurt me, you can never hurt me Hurt me, you can never hurt me Hurt me, you can never hurt me"
"49","Frost God "," kirby "," Watch, my ring Cost more than drugs, it seems I'm falling in love, Kirby my drink Money on deck, meet me in the back Remixing and pouring the drink (remix) Leandoer fuck what you think (fuck what you think) Mind fucking these girls like a shrink (shrink) Cannons, my balls make you sink (you sink) I'm flipping the pack, money pink (flipping) SBE in this bitch I got stink (SBE) Came thru' with a rug made of mink (mink) I'm geeking, my Balmain's all pink (geeking) Whitearm, smoking dope, make it stink (smoking dope) They call me up when I link Bitch I just left a new flight I'm falling I'm falling on sight I think that she might be my type (my type) Prada shades on my face, I'm alright My chain black and my diamonds white Fuck all the fame and the hype Lean Watch, my ring Cost more than drugs, it seems I'm falling in love, Kirby my drink Money on deck, meet me in the back My watch, my ring Cost more than drugs, it seems I'm falling in love, Kirby my drink Money on deck, meet me in the back"
"50","Frost God "," head 2 toe "," Head to toe, Louis V and Rafs 127, yeah we ball like that Going plus getting stacks, but I ain't into math I be in a castle making calls like that Head to toe, Louis V and Rafs 127, yeah we ball like that Going plus getting stacks, but I ain't into math I be in a castle making calls like that What you want, call Bladee, he gon' get it for you, facts What you need, want coke, got a weed filled bag Been through hell, seen ghosts, you can't walk my path I've been to clouds, need a perc, and double cup my hand Popping pills like Scooby snacks, seeing colors, apple jacks Please, I can't excuse my being, SBE roll off a bean Gucci, Louis, on my tee, shawty wanna get with me They knew we were a problem they knew not to fuck with lean Head to toe, Louis V and Rafs 127, yeah we ball like that Going plus getting stacks but I ain't into math I be in a castle making calls like that Head to toe, Louis V and Rafs 127, yeah we ball like that Going plus getting stacks but I ain't into math I be in a castle making calls like that 12 skulls, bathed in blood 10 pills, I'm destroyed I'm up, don't need love Louis V, black rug Ice king, I'm back up Get back bitch, back up She said I'm fucked up I'm Gucci, draped up Head to toe, Louis V and Rafs 127, yeah we ball like that Going plus getting stacks but I ain't into math I be in a castle making calls like that Head to toe, Louis V and Rafs 127, yeah we ball like that Going plus getting stacks but I ain't into math I be in a castle making calls like that"
"51","Frost God "," get it back "," Get it back Get it back Get it back Diamonds on my wrist, give me an ice attack Pull up to the club, and I'm back Get it back, get it back Get it back, get it back Diamonds on my wrist, give me an ice attack Tatts on my wrist, neon coloured stacks Bitch she gave me heart attack, but I'm back, yes I'm back Yes I'm back Yes I'm back Yes I'm back Yes I'm back I've been around the globe so many cities, man I've fucked a girl in every state but I don't give a fuck I been with my mans, peach coloured grams Pull up to the club and my ice gave me an ice attack I be with Bladee, Sherman n em Pull up with Whitearmorr and we counting blue M&M's I was out here in Cali I was with Bally Pull up in a 'Rari I don't like the talking I don't like the talking All my dogs be barking She call me yeah she stalk me She call me yeah she stalk me She on me It's a good day I just poured a 4 up in my cup Spent some money then I get it back Diamonds on my wrist, give me an ice attack Pull up to the club, and I'm back Get it back, get it back Get it back, get it back Diamonds on my wrist, give me an ice attack Tatts on my wrist, neon coloured stacks Bitch she gave me heart attack, but I'm back, yes I'm back Lean"
